ano;tipo_atividade;titulo;data_inicio;data_fim;coordenador;area_tematica;situacao;tipo_projeto;bolsas_solicitadas;bolsas_concedidas;publico_interno;bolsas_edital;numero_edital;edital;municipio
2016;CURSO;Curso de Aperfeiçoamento e Extensão em Cirurgia Bucal;2016-02-08;2016-12-12;PETRUS PEREIRA GOMES;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;12;;;;
2016;CURSO;Curso de Aperfeiçoamento e Extensão em Cirurgia Bucal - Turma 2016.2;2016-08-03;2017-06-07;PETRUS PEREIRA GOMES;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;12;;;;
2016;CURSO;Curso de Florais de Bach;2016-04-28;2016-04-29;LUCIA DE FATIMA AMORIM;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;20;;;;
2016;CURSO;Curso de Meditação Vipassana;2016-08-17;2016-09-28;BRUNO LOBAO SOARES;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;2;;;;
2016;CURSO;CURSO DE PRODUÇÃO EXECUTIVA DE OBRAS AUDIOVISUAIS;2016-05-02;2016-05-06;ENIO FERNANDES DE GOES;CULTURA;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;15;;;;
2016;CURSO;Curso: HPV;2016-03-11;2017-03-10;RICARDO ALEXSANDRO DE MEDEIROS VALENTIM;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;100000;;;;
2016;CURSO;CURSOS DA CENTRAL ANALÍTICA DO INSTITUTO DE QUÍMCIA;2016-02-01;2016-02-05;MARIA DE FATIMA VITORIA DE MOURA;TECNOLOGIA E PRODUÇÃO;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;90;;;;
2016;CURSO;Curso: Síndromes mais frequentes na infância;2016-03-11;2017-03-10;RICARDO ALEXSANDRO DE MEDEIROS VALENTIM;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;100000;;;;
2016;CURSO;ESCOLA DA TERRA - curso de aperfeiçoamento (Edição 2016/2017);2016-12-18;2017-08-20;JACYENE MELO DE OLIVEIRA;EDUCAÇÃO;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;10;;;;
2016;CURSO;INTRODUÇÃO À LEGENDAGEM PARA SURDOS E ENSURDECIDOS;2016-01-07;2016-01-12;JEFFERSON FERNANDES ALVES;EDUCAÇÃO;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;10;;;;
2016;CURSO;Mini Curso de projeto e prototipagem de placa de circuito impresso;2016-05-02;2016-05-04;MARCIO VALERIO DE ARAUJO;TECNOLOGIA E PRODUÇÃO;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;20;;;;
2016;CURSO;Oficina de canto com o barítono Fellipe Oliveira: técnica vocal e repertório;2016-08-29;2016-09-02;MARIA NAZARE ROCHA DE ALMEIDA;CULTURA;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;30;;;;
2016;CURSO;Pai Presente: Cuidado e Compromisso;2016-08-10;2017-08-10;RICARDO ALEXSANDRO DE MEDEIROS VALENTIM;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;1000;;;;
2016;CURSO;Programa de formação em Desenvolvimento Infantil com base na Psicologia do Desenvolvimento e Neurociências;2016-08-13;2016-12-10;MONICA CAROLINA DE MIRANDA;EDUCAÇÃO;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;2;;;;
2016;CURSO;VII CURSO E.C.G CardioHUOL;2016-04-07;2016-06-30;NESTOR RODRIGUES DE OLIVEIRA NETO;SAÚDE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;40;;;;
2016;CURSO;WORKSHOP: GERENCIAMENTO DE RESÍDUOS NO CANTEIRO DE OBRAS;2016-11-28;2016-12-02;MARJORIE DA FONSECA E SILVA MEDEIROS;MEIO AMBIENTE;PENDENTE DE RELATÓRIO;EXTENSÃO;0;0;20;;;;
2016;CURSO;Curso de Capacitação e Treinamento em Modelagem Climática Regional para Previsão Sazonal;2016-08-01;2016-11-30;PAULO SERGIO LUCIO;MEIO AMBIENTE;PROJETO CANCELADO;EXTENSÃO;0;0;5;;;;
2016;CURSO;Curso de Roteiro para Audiovisual;2016-05-02;2016-05-06;JOSENILDO SOARES BEZERRA;COMUNICAÇÃO;PROJETO CANCELADO;EXTENSÃO;0;0;15;;;;
2016;CURSO;CURSO DE TÉCNICAS DE ENSINO E ELABORAÇÃO RECURSOS DIDÁTICOS;2016-03-08;2016-11-30;CHRISTIANNE MEDEIROS CAVALCANTE;EDUCAÇÃO;PROJETO CANCELADO;EXTENSÃO;0;0;40;;;;
2016;CURSO;Desenvolvimento de aplicativos móveis para a plataforma Android.;2016-03-01;2016-09-30;ITAMIR DE MORAIS BARROCA FILHO;TECNOLOGIA E PRODUÇÃO;PROJETO CANCELADO;EXTENSÃO;0;0;20;;;;
2016;CURSO;II CURSO MASTER: ARTE E CIÊNCIA EM RESTAURAÇÕES CERÂMICAS;2016-05-14;2016-10-15;RODRIGO OTHAVIO DE ASSUNCAO E SOUZA;SAÚDE;PROJETO CANCELADO;EXTENSÃO;0;0;6;;;;
2016;CURSO;OFICINA PEDAGOGICA: CONSTRUINDO RECURSOS DIDATICOS;2016-08-10;2016-11-15;CHRISTIANNE MEDEIROS CAVALCANTE;EDUCAÇÃO;PROJETO CANCELADO;EXTENSÃO;0;0;40;;;;
2016;CURSO;Palestra sobe a Climatologia do Rio Grande do Norte - Professor Marco Túlio - Ceres de Caicó/UFRN;2016-05-09;2016-05-09;ZULEIDE MARIA CARVALHO LIMA;MEIO AMBIENTE;PROJETO CANCELADO;EXTENSÃO;0;0;60;;;;
2016;EVENTO;A Pesquisa Sociojurídica: indagações;2016-08-26;2016-08-26;KEITY MARA FERREIRA DE SOUZA E SABOYA;DIREITOS HUMANOS E JUSTIÇA;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;40;;;;
2016;EVENTO;Cidade Hospitaleira e Turismo Sustentável;2016-11-01;2016-11-30;SUELI APARECIDA MOREIRA;CULTURA;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;100;0;1;EDITAL UFRN / PROEX/NAC Nº 04/2016 (CIRCUITO CULTURAL 2016/2017);
2016;EVENTO;CURSO DE ATUALIZAÇÃO SOBRE A ABNT;2016-10-22;2016-10-22;MARIA DA PENHA CASADO ALVES;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;75;;;;
2016;EVENTO;II CICLO DE FORMAÇÃO PEDAGÓGICA DA FACISA 2016.2;2016-07-27;2016-07-29;LUIZ ALVES MORAIS FILHO;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;100;;;;
2016;EVENTO;IV JORNADA DE ATIVIDADES DE ESTÁGIO DO NUPLAM;2016-11-22;2016-11-22;LOURENA MAFRA VERISSIMO;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;20;;;;
2016;EVENTO;IV Semana de Integração Acadêmica do Mestrado de Gestão em Processos Institucionais;2016-09-19;2016-09-20;DENISE PEREIRA DO REGO;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;"I Workshop de Estudos Ecológicos em Ilhas Oceânicas Brasileiras:
cenário atual e monitoramento em longo prazo";2016-12-05;2016-12-07;GUILHERME ORTIGARA LONGO;MEIO AMBIENTE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;Semana do Concluinte do Curso de Graduação em Biblioteconomia (COBIB/DECIN/CCSA/UFRN);2016-07-26;2016-07-29;FRANCISCO DE ASSIS NOBERTO GALDINO DE ARAUJO;EDUCAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;40;;;;
2016;EVENTO;Semana Integradora do curso de Biblioteconomia 2016.2;2016-07-25;2016-07-27;LUCIANA MOREIRA CARVALHO;COMUNICAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;200;;;;
2016;EVENTO;SISTEMA ELIS DE ESCRITA DE SINAIS;2016-09-02;2016-09-02;EZEQUIEL ADNEY LIMA DA PAIXAO;COMUNICAÇÃO;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;VI Mostra de Trabalhos Científicos do Programa de Residência Multiprofissional em Intensivismo Neonatal da Maternidade Escola Januário;2016-12-09;2017-02-02;ELAINE CRISTINA ALVES;SAÚDE;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;60;;;;
2016;EVENTO;Workshow com Débora Gurgel;2016-08-25;2016-08-25;MARIO LUCIO BARBOSA CAVALCANTI JUNIOR;CULTURA;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;Workshow com Filó Machado;2016-08-24;2016-08-24;MARIO LUCIO BARBOSA CAVALCANTI JUNIOR;CULTURA;AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS;EXTENSÃO;0;0;200;;;;
2016;EVENTO;3 SETEMBRO AZUL;2016-09-01;2016-09-30;EZEQUIEL ADNEY LIMA DA PAIXAO;EDUCAÇÃO;ANALISANDO SOLICITAÇÃO DE RECONSIDERAÇÃO;EXTENSÃO;0;0;100;;;;
2016;EVENTO;SIMULADO 2016;2016-10-14;2016-10-31;ARISTOTELINA PEREIRA BARRETO ROCHA;EDUCAÇÃO;ANALISANDO SOLICITAÇÃO DE RECONSIDERAÇÃO;EXTENSÃO;0;0;100;;;;
2016;EVENTO;11° Seminário Nordeste de Kendo e Iaido;2016-12-09;2016-12-11;FRANCISCO CESAR BATISTA DE MOURA;SAÚDE;APROVADO COM RECURSOS;EXTENSÃO;0;0;20;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;6° Congresso da Rede Brasileira de Tecnologia de Biodiesel, 9° Congresso Brasileiro de Plantas Oleaginosas, Óleos, Gorduras e Biodiesel;2016-11-22;2016-11-25;JULIANA ESPADA LICHSTON;TECNOLOGIA E PRODUÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;400;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;I Encontro Internacional de Fisioterapia na Saúde da Mulher: A prática baseada em evidência.;2016-09-09;2016-09-10;MARIA THEREZA ALBUQUERQUE BARBOSA CABRAL MICUSSI;SAÚDE;APROVADO COM RECURSOS;EXTENSÃO;0;0;100;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;II curso teórico-prático de morfologia quantitativa;2016-07-25;2016-07-29;FERNANDO VAGNER LOBO LADD;EDUCAÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;20;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Semana do Cérebro 2016;2016-03-14;2016-03-20;KERSTIN ERIKA SCHMIDT;EDUCAÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;100;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Sonhar é Possível - Embaixadores da UFRN 2016.;2016-08-01;2016-12-31;PAULO ROGERIO SOARES DE OLIVEIRA;EDUCAÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;80;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;V Ergotrip Design: Design, Ergonomia e Interação (linha 1: Pós-Graduação);2016-09-15;2016-09-17;JOSE GUILHERME DA SILVA SANTA ROSA;TECNOLOGIA E PRODUÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;130;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;VI Encontro Norte e Nordeste de História da Educação - A HISTÓRIA DA EDUCAÇÃO DO NORTE E NORDESTE DO SÉCULO XVII AO XXI: PROTAGONISMOS E PRÁTICAS EDUCATIVAS;2016-10-12;2016-10-15;MARLUCIA MENEZES DE PAIVA;EDUCAÇÃO;APROVADO COM RECURSOS;EXTENSÃO;0;0;50;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;"1º de maio 
Discutindo o Assédio Moral nos Ambientes de Trabalho
";2016-05-12;2016-05-13;JONAS SAMI ALBUQUERQUE DE OLIVEIRA;DIREITOS HUMANOS E JUSTIÇA;APROVADO SEM RECURSOS;EXTENSÃO;1;0;50;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Aborto: do século XX ao XXI, as práticas, as percepções e a pesquisa;2016-12-05;2016-12-05;ROZELI MARIA PORTO;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;20;;;;
2016;EVENTO;CAPACITAÇÃO EM MÉTODO CANGURU E ALEITAMENTO MATERNO;2016-05-04;2016-06-03;MONALISA SOARES MARANHAO DE FREITAS MEDEIROS;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;40;;;;
2016;EVENTO;CINE HISTÓRIA;2016-08-18;2016-08-18;MARIA EMILIA MONTEIRO PORTO;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;Colóquio sobre Acreditação Hospitalar, Auditoria, Avaliação da Qualidade na Indústria de produtos alimentícios e Segurança do Paciente em ambientes hospitalares.;2016-10-10;2016-10-10;BIANCA NUNES GUEDES DO AMARAL ROCHA;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;20;;;;
2016;EVENTO;Colóquio sobre: Acreditação Hospitalar, Auditoria, PMAQ, Ferramentas de Gestão da Qualidade;2016-03-07;2016-03-09;BIANCA NUNES GUEDES DO AMARAL ROCHA;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;21;;;;
2016;EVENTO;COMO NASCEM AS IMAGENS? FOTOGRAFIA, TEMPOS E ESPAÇOS DA HISTÓRIA, UM EXERCÍCIO DE ANÁLISE;2016-08-25;2016-08-25;FRANCISCO DAS CHAGAS FERNANDES SANTIAGO JUNIOR;COMUNICAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;Ctrl+E: Congresso Regional sobre Tecnologias na Educação;2016-05-23;2016-05-25;ISABEL DILLMANN NUNES;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;3;0;60;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Cuidados Paliativos e a Atenção Primaria à Saúde em Natal/RN: como construirmos esse cuidar junto!;2016-03-31;2016-04-01;GEORGIA SIBELE NOGUEIRA DA SILVA;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;1;0;100;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;DIA DA POESIA. Poéticas do Gozo: poesia e erotismo em pauta;2016-03-14;2016-03-14;CELLINA RODRIGUES MUNIZ;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;60;;;;
2016;EVENTO;Educação para a Sustentabilidade na Reestruturação Curricular de Timor-Leste;2016-11-11;2016-11-11;MARCIA GORETTE LIMA DA SILVA;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;30;;;;
2016;EVENTO;Financiamento do gasto público e taxas de juros em países de moeda soberana: aspectos teóricos e o caso do  Brasil;2016-05-27;2016-05-27;ANDRE LUIS CABRAL DE LOURENCO;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;40;;;;
2016;EVENTO;I ENCONTRO POTIGUAR DE ACESSIBILIDADE EM AMBIENTES CULTURAIS;2016-11-22;2016-11-23;JEFFERSON FERNANDES ALVES;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;50;;;;
2016;EVENTO;II Colóquio sobre Gestão Pública: inovações no setor público;2016-05-04;2016-05-05;THIAGO FERREIRA DIAS;TRABALHO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;70;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;III Encontros Coloniais;2016-06-14;2016-06-17;CARMEN MARGARIDA OLIVEIRA ALVEAL;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;100;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;III Mostra Cultural do NEI/CAp/UFRN;2016-08-08;2016-10-24;SANDRO DA SILVA CORDEIRO;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;300;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;II Seminário Comunicação, Filosofia e Tecnologia Digital  16 a 20 de maio de 2016;2016-05-16;2016-05-20;ELOISA JOSEANE DA CUNHA KLEIN;COMUNICAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;150;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;"II Seminário do Prof. Dominique Carreau Sobre Globalização e 
Transnacionalização do Direito Internacional
";2016-04-11;2016-04-15;JAHYR PHILIPPE BICHARA;DIREITOS HUMANOS E JUSTIÇA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;30;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;II Seminário Marx Hoje: Pesquisa e Transformação Social;2016-04-06;2016-04-08;ISABEL MARIA FARIAS FERNANDES DE OLIVEIRA;DIREITOS HUMANOS E JUSTIÇA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;250;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;I Jornada sobre práticas leitoras: descolecionando e construindo outras trajetórias;2016-04-14;2016-04-15;MARIA DA PENHA CASADO ALVES;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;100;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Inovações em Engenharia Têxtil: Biotecnologia, Física Têxtil e Têxteis Médicos;2016-09-13;2016-09-15;KESIA KARINA DE OLIVEIRA SOUTO SILVA;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;80;;;;
2016;EVENTO;"International Workshop on Ecology, Evolution and Conservation of Diverse and Threatened Ecosystems in the Neotropics
";2016-09-12;2016-09-14;CARLOS ROBERTO SORENSEN DUTRA DA FONSECA;MEIO AMBIENTE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;90;;;;
2016;EVENTO;I RODADA DE SIMULAÇÃO EMPRESARIAL DO RN;2016-11-16;2016-11-19;MARCOS FERNANDO MACHADO DE MEDEIROS;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;100;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;IV ENCONTRO SOBRE LINGUAGEM E HUMOR;2016-11-03;2016-11-04;CELLINA RODRIGUES MUNIZ;COMUNICAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;60;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;IV PROGRAMA DE INVERNO;2016-07-18;2016-07-23;MARIA ANGELA FERNANDES FERREIRA;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;100;;;;
2016;EVENTO;IV SEMINÁRIO DE ESCRITAS E LEITURAS EM EDUCAÇÃO MATEMÁTICA  SELEM;2016-05-13;2016-05-14;CLAUDIANNY AMORIM NORONHA;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;300;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Música e Empreendedorismo: Workshop e palestras;2016-02-27;2016-02-27;RAQUEL CARMONA TORRES FELIX;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;80;;;;
2016;EVENTO;Palestra:  Interacionismo: aspectos de Pragmática da Comunicação e a prática pedagógica - Pedro Gontijo (UNB);2016-02-24;2016-02-24;LUCRECIO ARAUJO DE SA JUNIOR;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;90;;;;
2016;EVENTO;Perspectivas de cultivo do Macrobrachium carcinus;2016-07-28;2016-07-30;KARINA RIBEIRO;MEIO AMBIENTE;APROVADO SEM RECURSOS;EXTENSÃO;2;0;100;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Ponte para o futuro? Uma abordagem regional;2016-06-01;2016-06-01;MARCONI GOMES DA SILVA;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;30;;;;
2016;EVENTO;Presença indígena no Rio Grande do Norte: trabalhos  acadêmicos em discussão sobre a questão étnica no Estado;2016-03-01;2016-05-25;JUSSARA GALHARDO AGUIRRES GUERRA;CULTURA;APROVADO SEM RECURSOS;EXTENSÃO;1;0;200;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Produção de atividades sistematizadas para o processo de ensino e aprendizagem da química;2016-10-31;2017-01-31;CARLOS NECO DA SILVA JUNIOR;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;15;;;;
2016;EVENTO;Realidade desconhecida: A vida cotidiana da população trans e o (não) acesso a educação;2016-08-22;2016-12-17;RITA DE LOURDES DE LIMA;DIREITOS HUMANOS E JUSTIÇA;APROVADO SEM RECURSOS;EXTENSÃO;0;0;180;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;"Simpósio ""Tecnologias, Direito Digital e a Sociedade da Informação";2016-11-24;2016-11-25;JOSE ALFREDO FERREIRA COSTA;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;150;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;VI Simpósio Brasileiro de Sistemas Elétricos;2016-05-22;2016-05-25;MANOEL FIRMINO DE MEDEIROS JUNIOR;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;50;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;VI Simpósio de Pesquisa e Pós-Graduação em Design - SPPGDESIGN;2016-05-12;2016-05-13;JOSE GUILHERME DA SILVA SANTA ROSA;EDUCAÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;2;0;60;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;Workshop de IPv6, promovido pelo Comitê Gestor da Internet no Brasil CGI/NIC.br;2016-05-16;2016-05-20;WELLINGTON SILVA DE SOUZA;TECNOLOGIA E PRODUÇÃO;APROVADO SEM RECURSOS;EXTENSÃO;0;0;10;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;XI Reunião Regional da Federação das Sociedades de Biologia Experimental - FeSBE;2016-05-12;2016-05-14;JOHN FONTENELE ARAUJO;SAÚDE;APROVADO SEM RECURSOS;EXTENSÃO;0;0;600;0;13/2015;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX No 013/2015 (EVENTOS INTEGRADOS 2016.1);
2016;EVENTO;13ª REUNIÃO DE TRABALHO DO PROJETO CRÂNIO-FACE BRASIL E IV SIMPÓSIO DE GENÉTICA CLÍNICA DA UFRN;2016-10-20;2016-10-22;ADRIANA AUGUSTO DE REZENDE;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;130;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
2016;EVENTO;1ª SEMANA DO BRINCAR: BRINQUEDOTECA COMO ESPAÇO LÚDICO E O RESGATE DE BRINCADEIRAS REGIONAIS;2016-10-04;2016-10-07;TANIA CRISTINA MEIRA GARCIA;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;40;;;;
2016;EVENTO;1° EFIF - Encontro de Fisioterapia da FACISA;2016-10-13;2016-10-13;DIMITRI TAURINO GUEDES;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;120;;;;
2016;EVENTO;"1 º OFICINA SOBRE CAPACITAÇÃO EM PESQUISA E INOVAÇÃO TECNOLÓGICA DA MEJC
Temática: Pesquisa Científica, Ética e Inovação
";2016-06-09;2016-06-09;JANAINA CRISTIANA DE OLIVEIRA CRISPIM FREITAS;SAÚDE;CONCLUÍDA;EXTENSÃO;0;0;90;;;;
2016;EVENTO;1o. Seminário em Estudos da Tradução;2016-10-21;2016-10-21;KATIA AILY FRANCO DE CAMARGO;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;30;;;;
2016;EVENTO;2° CONGRESSO BRASILEIRO DE GEOGRAFIA POLÍTICA, GEOPOLÍTICA E GESTÃO DO TERRITÓRIO;2016-10-05;2016-10-08;EDU SILVESTRE DE ALBUQUERQUE;EDUCAÇÃO;CONCLUÍDA;EXTENSÃO;0;0;10;0;003/2016;EDITAL UFRN/PROGRAD/PPG/PROPESQ/PROEX N 003/2016 (EVENTOS INTEGRADOS SEGUNDO SEMESTRE 2016);
